ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,time,obs_value,obs_status,obs_status.label,note_indicator,note_indicator.label,note_source,note_source.label,country_name,year,youth_unemployment_rate_pct,age_group,age_min,age_max
EST,Estonia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_Total,Age (Aggregate bands): Total,2021,8.7,,,,,EUROSTAT_DERIVED_Estonia_2021,Eurostat Labour Force Survey - Derived estimates,Estonia,2021,8.7,Age (Aggregate bands): Total,15,64
EST,Estonia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_Total,Age (Aggregate bands): Total,2021,9.6,,,,,EUROSTAT_DERIVED_Estonia_2021,Eurostat Labour Force Survey - Derived estimates,Estonia,2021,9.6,Age (Aggregate bands): Total,15,64
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_15_24,Age (Youth bands): Youth (15-24),2021,20.9,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,20.9,Age (Youth bands): Youth (15-24),15,24
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_15_24,Age (Youth bands): Youth (15-24),2021,19.9,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,19.9,Age (Youth bands): Youth (15-24),15,24
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_15_24,Age (Youth bands): Youth (15-24),2021,22.0,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,22.0,Age (Youth bands): Youth (15-24),15,24
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,12.2,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,12.2,Age (Broad groups): Prime age (25-54) (25-34),25,34
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,11.6,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,11.6,Age (Broad groups): Prime age (25-54) (25-34),25,34
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,12.9,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,12.9,Age (Broad groups): Prime age (25-54) (25-34),25,34
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,9.9,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,9.9,Age (Broad groups): Prime age (25-54) (35-44),35,44
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,9.4,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,9.4,Age (Broad groups): Prime age (25-54) (35-44),35,44
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,10.4,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,10.4,Age (Broad groups): Prime age (25-54) (35-44),35,44
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,8.7,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,8.7,Age (Broad groups): Prime age (25-54) (45-54),45,54
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,8.2,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,8.2,Age (Broad groups): Prime age (25-54) (45-54),45,54
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,9.1,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,9.1,Age (Broad groups): Prime age (25-54) (45-54),45,54
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,8.3,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,8.3,Age (Broad groups): Older workers (55-64),55,64
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,9.2,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,9.2,Age (Broad groups): Older workers (55-64),55,64
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,7.5,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,7.5,Age (Broad groups): Older workers (55-64),55,64
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_Total,Age (Aggregate bands): Total,2021,10.4,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,10.4,Age (Aggregate bands): Total,15,64
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_Total,Age (Aggregate bands): Total,2021,9.9,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,9.9,Age (Aggregate bands): Total,15,64
HRV,Croatia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_Total,Age (Aggregate bands): Total,2021,10.9,,,,,EUROSTAT_DERIVED_Croatia_2021,Eurostat Labour Force Survey - Derived estimates,Croatia,2021,10.9,Age (Aggregate bands): Total,15,64
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_15_24,Age (Youth bands): Youth (15-24),2021,20.6,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,20.6,Age (Youth bands): Youth (15-24),15,24
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_15_24,Age (Youth bands): Youth (15-24),2021,19.5,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,19.5,Age (Youth bands): Youth (15-24),15,24
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_15_24,Age (Youth bands): Youth (15-24),2021,21.6,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,21.6,Age (Youth bands): Youth (15-24),15,24
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,9.9,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,9.9,Age (Broad groups): Prime age (25-54) (25-34),25,34
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,9.4,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,9.4,Age (Broad groups): Prime age (25-54) (25-34),25,34
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,10.4,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,10.4,Age (Broad groups): Prime age (25-54) (25-34),25,34
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,7.1,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,7.1,Age (Broad groups): Prime age (25-54) (35-44),35,44
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,6.8,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,6.8,Age (Broad groups): Prime age (25-54) (35-44),35,44
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,7.5,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,7.5,Age (Broad groups): Prime age (25-54) (35-44),35,44
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,6.6,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,6.6,Age (Broad groups): Prime age (25-54) (45-54),45,54
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,6.3,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,6.3,Age (Broad groups): Prime age (25-54) (45-54),45,54
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,7.0,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,7.0,Age (Broad groups): Prime age (25-54) (45-54),45,54
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,7.0,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,7.0,Age (Broad groups): Older workers (55-64),55,64
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,7.7,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,7.7,Age (Broad groups): Older workers (55-64),55,64
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,6.3,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,6.3,Age (Broad groups): Older workers (55-64),55,64
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_Total,Age (Aggregate bands): Total,2021,8.8,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,8.8,Age (Aggregate bands): Total,15,64
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_Total,Age (Aggregate bands): Total,2021,8.4,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,8.4,Age (Aggregate bands): Total,15,64
LVA,Latvia,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_Total,Age (Aggregate bands): Total,2021,9.3,,,,,EUROSTAT_DERIVED_Latvia_2021,Eurostat Labour Force Survey - Derived estimates,Latvia,2021,9.3,Age (Aggregate bands): Total,15,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_15_24,Age (Youth bands): Youth (15-24),2021,20.2,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,20.2,Age (Youth bands): Youth (15-24),15,24
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_15_24,Age (Youth bands): Youth (15-24),2021,19.2,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,19.2,Age (Youth bands): Youth (15-24),15,24
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_15_24,Age (Youth bands): Youth (15-24),2021,21.2,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,21.2,Age (Youth bands): Youth (15-24),15,24
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,8.2,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,8.2,Age (Broad groups): Prime age (25-54) (25-34),25,34
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,7.8,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,7.8,Age (Broad groups): Prime age (25-54) (25-34),25,34
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,8.6,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,8.6,Age (Broad groups): Prime age (25-54) (25-34),25,34
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,5.3,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,5.3,Age (Broad groups): Prime age (25-54) (35-44),35,44
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,5.0,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,5.0,Age (Broad groups): Prime age (25-54) (35-44),35,44
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,5.5,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,5.5,Age (Broad groups): Prime age (25-54) (35-44),35,44
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,4.8,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,4.8,Age (Broad groups): Prime age (25-54) (45-54),45,54
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,4.5,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,4.5,Age (Broad groups): Prime age (25-54) (45-54),45,54
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,5.0,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,5.0,Age (Broad groups): Prime age (25-54) (45-54),45,54
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,4.9,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,4.9,Age (Broad groups): Older workers (55-64),55,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,5.4,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,5.4,Age (Broad groups): Older workers (55-64),55,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,4.4,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,4.4,Age (Broad groups): Older workers (55-64),55,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_Total,Age (Aggregate bands): Total,2021,5.8,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,5.8,Age (Aggregate bands): Total,15,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_Total,Age (Aggregate bands): Total,2021,5.5,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,5.5,Age (Aggregate bands): Total,15,64
POL,Poland,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_Total,Age (Aggregate bands): Total,2021,6.1,,,,,EUROSTAT_DERIVED_Poland_2021,Eurostat Labour Force Survey - Derived estimates,Poland,2021,6.1,Age (Aggregate bands): Total,15,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_15_24,Age (Youth bands): Youth (15-24),2021,19.0,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,19.0,Age (Youth bands): Youth (15-24),15,24
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_15_24,Age (Youth bands): Youth (15-24),2021,18.1,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,18.1,Age (Youth bands): Youth (15-24),15,24
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_15_24,Age (Youth bands): Youth (15-24),2021,20.0,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,20.0,Age (Youth bands): Youth (15-24),15,24
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,10.0,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,10.0,Age (Broad groups): Prime age (25-54) (25-34),25,34
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,9.5,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,9.5,Age (Broad groups): Prime age (25-54) (25-34),25,34
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_25_34,Age (Broad groups): Prime age (25-54) (25-34),2021,10.5,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,10.5,Age (Broad groups): Prime age (25-54) (25-34),25,34
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,7.0,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,7.0,Age (Broad groups): Prime age (25-54) (35-44),35,44
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,6.6,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,6.6,Age (Broad groups): Prime age (25-54) (35-44),35,44
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_35_44,Age (Broad groups): Prime age (25-54) (35-44),2021,7.3,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,7.3,Age (Broad groups): Prime age (25-54) (35-44),35,44
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,6.5,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,6.5,Age (Broad groups): Prime age (25-54) (45-54),45,54
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,6.1,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,6.1,Age (Broad groups): Prime age (25-54) (45-54),45,54
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_45_54,Age (Broad groups): Prime age (25-54) (45-54),2021,6.8,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,6.8,Age (Broad groups): Prime age (25-54) (45-54),45,54
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,5.4,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,5.4,Age (Broad groups): Older workers (55-64),55,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,6.0,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,6.0,Age (Broad groups): Older workers (55-64),55,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_55_64,Age (Broad groups): Older workers (55-64),2021,4.9,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,4.9,Age (Broad groups): Older workers (55-64),55,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_Total,Age (Aggregate bands): Total,2021,8.2,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,8.2,Age (Aggregate bands): Total,15,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_Total,Age (Aggregate bands): Total,2021,7.8,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,7.8,Age (Aggregate bands): Total,15,64
ROU,Romania,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_Total,Age (Aggregate bands): Total,2021,8.6,,,,,EUROSTAT_DERIVED_Romania_2021,Eurostat Labour Force Survey - Derived estimates,Romania,2021,8.6,Age (Aggregate bands): Total,15,64
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),T,Sex: Total,AGE_15_24,Age (Youth bands): Youth (15-24),2021,18.4,,,,,EUROSTAT_DERIVED_Hungary_2021,Eurostat Labour Force Survey - Derived estimates,Hungary,2021,18.4,Age (Youth bands): Youth (15-24),15,24
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),M,Sex: Male,AGE_15_24,Age (Youth bands): Youth (15-24),2021,17.4,,,,,EUROSTAT_DERIVED_Hungary_2021,Eurostat Labour Force Survey - Derived estimates,Hungary,2021,17.4,Age (Youth bands): Youth (15-24),15,24
HUN,Hungary,BA,Labour force survey,UNE_2EAP_SEX_AGE_RT_A,Unemployment rate by sex and age (%),F,Sex: Female,AGE_15_24,Age (Youth bands): Youth (15-24),2021,19.3,,,,,EUROSTAT_DERIVED_Hungary_2021,Eurostat Labour Force Survey - Derived estimates,Hungary,2021,19.3,Age (Youth bands): Youth (15-24),15,24
