iso3,country_name,indicator,year,human_development_index
ESP,Spain,coef_ineq,2016,14.5680795
EST,Estonia,coef_ineq,2016,8.280842212
FIN,Finland,coef_ineq,2016,5.110925309
FRA,France,coef_ineq,2016,8.685130547
GBR,United Kingdom,coef_ineq,2016,8.249385787
GRC,Greece,coef_ineq,2016,12.60021141
HRV,Croatia,coef_ineq,2016,8.556636216
HUN,Hungary,coef_ineq,2016,7.409337753
IRL,Ireland,coef_ineq,2016,8.083984523
ISL,Iceland,coef_ineq,2016,4.948546981
ITA,Italy,coef_ineq,2016,11.57726371
LTU,Lithuania,coef_ineq,2016,11.02533217
LUX,Luxembourg,coef_ineq,2016,9.307143152
LVA,Latvia,coef_ineq,2016,9.590431292
MKD,North Macedonia,coef_ineq,2016,15.86014823
MLT,Malta,coef_ineq,2016,8.454573313
MNE,Montenegro,coef_ineq,2016,8.302844468
NLD,Netherlands,coef_ineq,2016,7.217130509
NOR,Norway,coef_ineq,2016,6.884730642
POL,Poland,coef_ineq,2016,8.686997843
PRT,Portugal,coef_ineq,2016,13.34405483
ROU,Romania,coef_ineq,2016,10.46516613
SRB,Serbia,coef_ineq,2016,11.95290484
SVK,Slovakia,coef_ineq,2016,6.254735905
SVN,Slovenia,coef_ineq,2016,5.269036026
SWE,Sweden,coef_ineq,2016,6.739576795
UKR,Ukraine,coef_ineq,2016,6.068215143
ALB,Albania,coef_ineq,2017,10.23328918
AUT,Austria,coef_ineq,2017,7.390054951
BEL,Belgium,coef_ineq,2017,7.601067298
BGR,Bulgaria,coef_ineq,2017,12.0107489
BIH,Bosnia and Herzegovina,coef_ineq,2017,13.81374155
CHE,Switzerland,coef_ineq,2017,6.607920982
CYP,Cyprus,coef_ineq,2017,9.352750008
CZE,Czechia,coef_ineq,2017,4.635215068
DEU,Germany,coef_ineq,2017,7.300031658
DNK,Denmark,coef_ineq,2017,6.002870664
ESP,Spain,coef_ineq,2017,13.97756587
EST,Estonia,coef_ineq,2017,7.077702051
FIN,Finland,coef_ineq,2017,5.23734182
FRA,France,coef_ineq,2017,9.146129323
GBR,United Kingdom,coef_ineq,2017,7.785008024
GRC,Greece,coef_ineq,2017,11.95835269
HRV,Croatia,coef_ineq,2017,7.944968942
HUN,Hungary,coef_ineq,2017,7.753137568
IRL,Ireland,coef_ineq,2017,7.026772575
ISL,Iceland,coef_ineq,2017,5.192773675
ITA,Italy,coef_ineq,2017,11.80936717
LTU,Lithuania,coef_ineq,2017,10.07459587
LUX,Luxembourg,coef_ineq,2017,9.312244981
LVA,Latvia,coef_ineq,2017,8.611041016
MLT,Malta,coef_ineq,2017,7.999650344
MNE,Montenegro,coef_ineq,2017,8.048357986
NLD,Netherlands,coef_ineq,2017,6.818684653
NOR,Norway,coef_ineq,2017,6.63516087
POL,Poland,coef_ineq,2017,8.014790925
PRT,Portugal,coef_ineq,2017,12.34971747
ROU,Romania,coef_ineq,2017,10.75923625
SRB,Serbia,coef_ineq,2017,13.52748972
SVK,Slovakia,coef_ineq,2017,5.817629513
SVN,Slovenia,coef_ineq,2017,4.613235224
SWE,Sweden,coef_ineq,2017,6.553768344
UKR,Ukraine,coef_ineq,2017,6.025473368
ALB,Albania,coef_ineq,2018,10.55449877
AUT,Austria,coef_ineq,2018,6.480915127
BEL,Belgium,coef_ineq,2018,7.649995799
BGR,Bulgaria,coef_ineq,2018,11.08828875
BIH,Bosnia and Herzegovina,coef_ineq,2018,13.05344918
CHE,Switzerland,coef_ineq,2018,6.644360304
CYP,Cyprus,coef_ineq,2018,8.757786287
CZE,Czechia,coef_ineq,2018,4.460932136
DEU,Germany,coef_ineq,2018,7.316227988
DNK,Denmark,coef_ineq,2018,5.774428536
ESP,Spain,coef_ineq,2018,12.9794516
EST,Estonia,coef_ineq,2018,6.630156973
FIN,Finland,coef_ineq,2018,5.185842444
FRA,France,coef_ineq,2018,8.940650906
GBR,United Kingdom,coef_ineq,2018,8.231075037
GRC,Greece,coef_ineq,2018,10.68209766
HRV,Croatia,coef_ineq,2018,7.597601969
HUN,Hungary,coef_ineq,2018,6.960471012
IRL,Ireland,coef_ineq,2018,7.009954211
ISL,Iceland,coef_ineq,2018,4.720369837
ITA,Italy,coef_ineq,2018,11.6091278
LTU,Lithuania,coef_ineq,2018,9.431821578
LUX,Luxembourg,coef_ineq,2018,9.583785535
LVA,Latvia,coef_ineq,2018,8.722720894
MKD,North Macedonia,coef_ineq,2018,10.70665543
MLT,Malta,coef_ineq,2018,7.782198572
MNE,Montenegro,coef_ineq,2018,9.232856775
NLD,Netherlands,coef_ineq,2018,6.843680222
NOR,Norway,coef_ineq,2018,5.539880141
POL,Poland,coef_ineq,2018,7.477034607
PRT,Portugal,coef_ineq,2018,11.68673586
ROU,Romania,coef_ineq,2018,11.15464332
SRB,Serbia,coef_ineq,2018,11.80071635
SVK,Slovakia,coef_ineq,2018,5.907522059
SVN,Slovenia,coef_ineq,2018,4.361374983
SWE,Sweden,coef_ineq,2018,6.332109729
UKR,Ukraine,coef_ineq,2018,5.948616278
ALB,Albania,coef_ineq,2019,10.58933697
AUT,Austria,coef_ineq,2019,6.552980083
BEL,Belgium,coef_ineq,2019,7.618844901
BGR,Bulgaria,coef_ineq,2019,11.03607555
BIH,Bosnia and Herzegovina,coef_ineq,2019,13.02798003
CHE,Switzerland,coef_ineq,2019,6.606457233
CYP,Cyprus,coef_ineq,2019,8.750624908
CZE,Czechia,coef_ineq,2019,4.459885876
DEU,Germany,coef_ineq,2019,6.199358629
DNK,Denmark,coef_ineq,2019,5.654176324
ESP,Spain,coef_ineq,2019,12.97175568
EST,Estonia,coef_ineq,2019,6.564204672
FIN,Finland,coef_ineq,2019,5.196899503
FRA,France,coef_ineq,2019,8.920900152
GBR,United Kingdom,coef_ineq,2019,8.217742353
GRC,Greece,coef_ineq,2019,10.66638675
HRV,Croatia,coef_ineq,2019,7.542317072
HUN,Hungary,coef_ineq,2019,7.031168797
IRL,Ireland,coef_ineq,2019,6.991820491
ISL,Iceland,coef_ineq,2019,4.646738233
ITA,Italy,coef_ineq,2019,11.23884003
LTU,Lithuania,coef_ineq,2019,9.407682014
LUX,Luxembourg,coef_ineq,2019,9.631002189
LVA,Latvia,coef_ineq,2019,8.736677123
MKD,North Macedonia,coef_ineq,2019,10.64371277
MLT,Malta,coef_ineq,2019,7.872140868
MNE,Montenegro,coef_ineq,2019,9.302679802
NLD,Netherlands,coef_ineq,2019,6.881701072
NOR,Norway,coef_ineq,2019,5.530066594
POL,Poland,coef_ineq,2019,7.46316103
PRT,Portugal,coef_ineq,2019,11.59595131
ROU,Romania,coef_ineq,2019,11.01643048
SRB,Serbia,coef_ineq,2019,11.79273934
SVK,Slovakia,coef_ineq,2019,5.930927452
SVN,Slovenia,coef_ineq,2019,4.413880317
SWE,Sweden,coef_ineq,2019,6.312915047
UKR,Ukraine,coef_ineq,2019,5.951037657
ALB,Albania,coef_ineq,2020,10.72704182
AUT,Austria,coef_ineq,2020,6.894374013
BEL,Belgium,coef_ineq,2020,6.522517861
BGR,Bulgaria,coef_ineq,2020,11.38533853
BIH,Bosnia and Herzegovina,coef_ineq,2020,12.98339274
CHE,Switzerland,coef_ineq,2020,7.012637499
CYP,Cyprus,coef_ineq,2020,8.409570499
CZE,Czechia,coef_ineq,2020,4.370831645
DEU,Germany,coef_ineq,2020,6.174221125
DNK,Denmark,coef_ineq,2020,5.270437869
ESP,Spain,coef_ineq,2020,12.63774534
EST,Estonia,coef_ineq,2020,6.68923578
FIN,Finland,coef_ineq,2020,5.259154375
FRA,France,coef_ineq,2020,8.498473264
GBR,United Kingdom,coef_ineq,2020,8.229676792
GRC,Greece,coef_ineq,2020,10.66728119
HRV,Croatia,coef_ineq,2020,6.956418948
HUN,Hungary,coef_ineq,2020,6.339498038
IRL,Ireland,coef_ineq,2020,6.142305438
ISL,Iceland,coef_ineq,2020,4.600179058
ITA,Italy,coef_ineq,2020,11.21533625
LTU,Lithuania,coef_ineq,2020,8.241983704
LUX,Luxembourg,coef_ineq,2020,8.433172277
LVA,Latvia,coef_ineq,2020,7.960497238
MKD,North Macedonia,coef_ineq,2020,10.60630887
MLT,Malta,coef_ineq,2020,7.381169472
MNE,Montenegro,coef_ineq,2020,9.249191071
NLD,Netherlands,coef_ineq,2020,6.706232464
NOR,Norway,coef_ineq,2020,5.420141472
POL,Poland,coef_ineq,2020,6.888828933
PRT,Portugal,coef_ineq,2020,10.52488029
ROU,Romania,coef_ineq,2020,10.43457172
SRB,Serbia,coef_ineq,2020,9.947416896
SVK,Slovakia,coef_ineq,2020,5.177890343
SVN,Slovenia,coef_ineq,2020,4.352562872
SWE,Sweden,coef_ineq,2020,6.478373383
UKR,Ukraine,coef_ineq,2020,5.939440182
ALB,Albania,coef_ineq,2021,10.76768488
AUT,Austria,coef_ineq,2021,6.904079795
BEL,Belgium,coef_ineq,2021,6.587387026
BGR,Bulgaria,coef_ineq,2021,11.37176091
BIH,Bosnia and Herzegovina,coef_ineq,2021,12.97720744
CHE,Switzerland,coef_ineq,2021,6.89990636
CYP,Cyprus,coef_ineq,2021,8.399155342
CZE,Czechia,coef_ineq,2021,4.378451583
DEU,Germany,coef_ineq,2021,6.177129593
DNK,Denmark,coef_ineq,2021,5.186913722
ESP,Spain,coef_ineq,2021,12.64302265
EST,Estonia,coef_ineq,2021,6.647519602
FIN,Finland,coef_ineq,2021,5.224387065
FRA,France,coef_ineq,2021,8.485328055
GBR,United Kingdom,coef_ineq,2021,8.243507931
GRC,Greece,coef_ineq,2021,10.66271436
HRV,Croatia,coef_ineq,2021,6.984191534
HUN,Hungary,coef_ineq,2021,6.37034972
IRL,Ireland,coef_ineq,2021,6.161783203
ISL,Iceland,coef_ineq,2021,4.556437474
ITA,Italy,coef_ineq,2021,11.22130912
LTU,Lithuania,coef_ineq,2021,8.316025071
LUX,Luxembourg,coef_ineq,2021,8.413193197
LVA,Latvia,coef_ineq,2021,7.961744167
MKD,North Macedonia,coef_ineq,2021,10.64682541
MLT,Malta,coef_ineq,2021,7.425981436
MNE,Montenegro,coef_ineq,2021,9.010792996
NLD,Netherlands,coef_ineq,2021,6.697945352
NOR,Norway,coef_ineq,2021,5.435151511
POL,Poland,coef_ineq,2021,6.831017673
PRT,Portugal,coef_ineq,2021,10.56989309
ROU,Romania,coef_ineq,2021,10.40918618
SRB,Serbia,coef_ineq,2021,9.933117503
SVK,Slovakia,coef_ineq,2021,5.168764951
SVN,Slovenia,coef_ineq,2021,4.371241934
SWE,Sweden,coef_ineq,2021,6.416554863
UKR,Ukraine,coef_ineq,2021,5.967098327
ALB,Albania,loss,2015,10.18867925
AUT,Austria,loss,2015,6.703296703
BEL,Belgium,loss,2015,8.008658009
BGR,Bulgaria,loss,2015,11.61928307
BIH,Bosnia and Herzegovina,loss,2015,15.50591327
CHE,Switzerland,loss,2015,6.184486373
CYP,Cyprus,loss,2015,10.79219288
CZE,Czechia,loss,2015,5.274971942
DEU,Germany,loss,2015,8.208955224
DNK,Denmark,loss,2015,6.837606838
ESP,Spain,loss,2015,15.29808774
EST,Estonia,loss,2015,9.523809524
FIN,Finland,loss,2015,4.946236559
FRA,France,loss,2015,8.632286996
GBR,United Kingdom,loss,2015,8.225108225
GRC,Greece,loss,2015,12.84090909
HRV,Croatia,loss,2015,9.015421115
HUN,Hungary,loss,2015,7.637231504
IRL,Ireland,loss,2015,8.540540541
ISL,Iceland,loss,2015,5.714285714
ITA,Italy,loss,2015,11.9047619
LTU,Lithuania,loss,2015,10.09280742
LUX,Luxembourg,loss,2015,9.289617486
LVA,Latvia,loss,2015,10.0
MKD,North Macedonia,loss,2015,16.14173228
MLT,Malta,loss,2015,8.211473566
MNE,Montenegro,loss,2015,8.272506083
NLD,Netherlands,loss,2015,6.86695279
NOR,Norway,loss,2015,6.400839454
POL,Poland,loss,2015,9.216589862
PRT,Portugal,loss,2015,14.0
ROU,Romania,loss,2015,10.70110701
SRB,Serbia,loss,2015,12.72040302
SVK,Slovakia,loss,2015,6.69800235
SVN,Slovenia,loss,2015,5.426356589
SWE,Sweden,loss,2015,6.830309498
UKR,Ukraine,loss,2015,6.201550388
ALB,Albania,loss,2016,10.15037594
AUT,Austria,loss,2016,7.103825137
BEL,Belgium,loss,2016,8.090614887
BGR,Bulgaria,loss,2016,11.86650185
BIH,Bosnia and Herzegovina,loss,2016,14.02597403
CHE,Switzerland,loss,2016,6.694560669
CYP,Cyprus,loss,2016,10.49030787
CZE,Czechia,loss,2016,5.251396648
DEU,Germany,loss,2016,7.545164718
DNK,Denmark,loss,2016,6.468716861
ESP,Spain,loss,2016,14.97206704
EST,Estonia,loss,2016,8.587570621
FIN,Finland,loss,2016,5.155746509
FRA,France,loss,2016,8.715083799
GBR,United Kingdom,loss,2016,8.522114347
GRC,Greece,loss,2016,12.88483466
HRV,Croatia,loss,2016,8.726415094
HUN,Hungary,loss,2016,7.591933571
IRL,Ireland,loss,2016,8.288482239
ISL,Iceland,loss,2016,4.957805907
ITA,Italy,loss,2016,11.95039459
LTU,Lithuania,loss,2016,11.52073733
LUX,Luxembourg,loss,2016,9.425785482
LVA,Latvia,loss,2016,9.941520468
MKD,North Macedonia,loss,2016,16.55801825
MLT,Malta,loss,2016,8.529741863
MNE,Montenegro,loss,2016,8.373786408
NLD,Netherlands,loss,2016,7.288317256
NOR,Norway,loss,2016,7.015706806
POL,Poland,loss,2016,8.830275229
PRT,Portugal,loss,2016,13.71629543
ROU,Romania,loss,2016,10.66176471
SRB,Serbia,loss,2016,12.375
SVK,Slovakia,loss,2016,6.44028103
SVN,Slovenia,loss,2016,5.384615385
SWE,Sweden,loss,2016,6.922257721
UKR,Ukraine,loss,2016,6.161745828
ALB,Albania,loss,2017,10.2244389
AUT,Austria,loss,2017,7.641921397
BEL,Belgium,loss,2017,7.626208378
BGR,Bulgaria,loss,2017,12.37623762
BIH,Bosnia and Herzegovina,loss,2017,13.98963731
CHE,Switzerland,loss,2017,6.792058516
CYP,Cyprus,loss,2017,9.470124014
CZE,Czechia,loss,2017,4.682274247
DEU,Germany,loss,2017,7.521186441
DNK,Denmark,loss,2017,6.144067797
ESP,Spain,loss,2017,14.26978818
EST,Estonia,loss,2017,7.215332582
FIN,Finland,loss,2017,5.353319058
FRA,France,loss,2017,9.242761693
GBR,United Kingdom,loss,2017,7.956989247
GRC,Greece,loss,2017,12.27272727
HRV,Croatia,loss,2017,8.098591549
HUN,Hungary,loss,2017,7.928994083
IRL,Ireland,loss,2017,7.173447537
ISL,Iceland,loss,2017,5.241090147
ITA,Italy,loss,2017,12.16216216
LTU,Lithuania,loss,2017,10.50228311
LUX,Luxembourg,loss,2017,9.466811752
LVA,Latvia,loss,2017,8.837209302
MLT,Malta,loss,2017,7.991120977
MNE,Montenegro,loss,2017,8.072289157
NLD,Netherlands,loss,2017,6.830309498
NOR,Norway,loss,2017,6.777893639
POL,Poland,loss,2017,8.114285714
PRT,Portugal,loss,2017,12.57275902
ROU,Romania,loss,2017,11.05710814
SRB,Serbia,loss,2017,14.21446384
SVK,Slovakia,loss,2017,5.957943925
SVN,Slovenia,loss,2017,4.709748083
SWE,Sweden,loss,2017,6.695005313
UKR,Ukraine,loss,2017,6.010230179
ALB,Albania,loss,2018,10.66997519
AUT,Austria,loss,2018,6.652126499
BEL,Belgium,loss,2018,7.717041801
BGR,Bulgaria,loss,2018,11.49567367
BIH,Bosnia and Herzegovina,loss,2018,13.27319588
CHE,Switzerland,loss,2018,6.882168926
CYP,Cyprus,loss,2018,8.856502242
CZE,Czechia,loss,2018,4.474272931
DEU,Germany,loss,2018,7.513227513
DNK,Denmark,loss,2018,5.838641189
ESP,Spain,loss,2018,13.20754717
EST,Estonia,loss,2018,6.734006734
FIN,Finland,loss,2018,5.235042735
FRA,France,loss,2018,8.990011099
GBR,United Kingdom,loss,2018,8.503767492
GRC,Greece,loss,2018,10.94808126
HRV,Croatia,loss,2018,7.710280374
HUN,Hungary,loss,2018,7.067137809
IRL,Ireland,loss,2018,7.150480256
ISL,Iceland,loss,2018,4.796663191
ITA,Italy,loss,2018,11.87010078
LTU,Lithuania,loss,2018,9.772727273
LUX,Luxembourg,loss,2018,9.761388286
LVA,Latvia,loss,2018,9.122401848
MKD,North Macedonia,loss,2018,10.9114249
MLT,Malta,loss,2018,7.802197802
MNE,Montenegro,loss,2018,9.352517986
NLD,Netherlands,loss,2018,6.922257721
NOR,Norway,loss,2018,5.717255717
POL,Poland,loss,2018,7.525655644
PRT,Portugal,loss,2018,11.86046512
ROU,Romania,loss,2018,11.48730351
SRB,Serbia,loss,2018,12.25247525
SVK,Slovakia,loss,2018,6.05355064
SVN,Slovenia,loss,2018,4.362050164
SWE,Sweden,loss,2018,6.369426752
UKR,Ukraine,loss,2018,6.002554278
ALB,Albania,loss,2019,10.61728395
AUT,Austria,loss,2019,6.746463547
BEL,Belgium,loss,2019,7.585470085
BGR,Bulgaria,loss,2019,11.35802469
BIH,Bosnia and Herzegovina,loss,2019,13.28224777
CHE,Switzerland,loss,2019,6.756756757
CYP,Cyprus,loss,2019,8.807134894
CZE,Czechia,loss,2019,4.570791527
DEU,Germany,loss,2019,6.329113924
DNK,Denmark,loss,2019,5.708245243
ESP,Spain,loss,2019,13.21585903
EST,Estonia,loss,2019,6.808035714
FIN,Finland,loss,2019,5.324813632
FRA,France,loss,2019,9.060773481
GBR,United Kingdom,loss,2019,8.449197861
GRC,Greece,loss,2019,10.79865017
HRV,Croatia,loss,2019,7.665505226
HUN,Hungary,loss,2019,7.15123095
IRL,Ireland,loss,2019,7.218683652
ISL,Iceland,loss,2019,4.791666667
ITA,Italy,loss,2019,11.5942029
LTU,Lithuania,loss,2019,9.728506787
LUX,Luxembourg,loss,2019,9.816612729
LVA,Latvia,loss,2019,9.070034443
MKD,North Macedonia,loss,2019,10.84183673
MLT,Malta,loss,2019,7.868852459
MNE,Montenegro,loss,2019,9.557945042
NLD,Netherlands,loss,2019,6.998939555
NOR,Norway,loss,2019,5.619146722
POL,Poland,loss,2019,7.491486947
PRT,Portugal,loss,2019,11.76470588
ROU,Romania,loss,2019,11.41826923
SRB,Serbia,loss,2019,12.20715166
SVK,Slovakia,loss,2019,6.032482599
SVN,Slovenia,loss,2019,4.451682953
SWE,Sweden,loss,2019,6.441393875
UKR,Ukraine,loss,2019,5.979643766
ALB,Albania,loss,2020,10.70528967
AUT,Austria,loss,2020,7.009857612
BEL,Belgium,loss,2020,6.573275862
BGR,Bulgaria,loss,2020,11.84538653
BIH,Bosnia and Herzegovina,loss,2020,13.18822023
CHE,Switzerland,loss,2020,7.217573222
CYP,Cyprus,loss,2020,8.501118568
CZE,Czechia,loss,2020,4.372197309
DEU,Germany,loss,2020,6.355932203
DNK,Denmark,loss,2020,5.385427666
ESP,Spain,loss,2020,12.90322581
EST,Estonia,loss,2020,6.838565022
FIN,Finland,loss,2020,5.330490405
FRA,France,loss,2020,8.574610245
GBR,United Kingdom,loss,2020,8.54978355
GRC,Greece,loss,2020,10.83521445
HRV,Croatia,loss,2020,7.134502924
HUN,Hungary,loss,2020,6.478209658
IRL,Ireland,loss,2020,6.256627784
ISL,Iceland,loss,2020,4.597701149
ITA,Italy,loss,2020,11.58605174
LTU,Lithuania,loss,2020,8.418657565
LUX,Luxembourg,loss,2020,8.658008658
LVA,Latvia,loss,2020,8.266360505
MKD,North Macedonia,loss,2020,10.85271318
MLT,Malta,loss,2020,7.464324918
MNE,Montenegro,loss,2020,9.443099274
NLD,Netherlands,loss,2020,6.815761448
NOR,Norway,loss,2020,5.526590198
POL,Poland,loss,2020,6.96347032
PRT,Portugal,loss,2020,10.66048667
ROU,Romania,loss,2020,10.67961165
SRB,Serbia,loss,2020,10.19900498
SVK,Slovakia,loss,2020,5.250875146
SVN,Slovenia,loss,2020,4.381161008
SWE,Sweden,loss,2020,6.581740977
UKR,Ukraine,loss,2020,5.935483871
ALB,Albania,loss,2021,10.8040201
AUT,Austria,loss,2021,7.096069869
BEL,Belgium,loss,2021,6.723585912
BGR,Bulgaria,loss,2021,11.82389937
BIH,Bosnia and Herzegovina,loss,2021,13.20512821
CHE,Switzerland,loss,2021,7.068607069
CYP,Cyprus,loss,2021,8.59375
CZE,Czechia,loss,2021,4.386951631
DEU,Germany,loss,2021,6.263269639
DNK,Denmark,loss,2021,5.274261603
ESP,Spain,loss,2021,12.9281768
EST,Estonia,loss,2021,6.853932584
FIN,Finland,loss,2021,5.319148936
FRA,France,loss,2021,8.637873754
GBR,United Kingdom,loss,2021,8.503767492
GRC,Greece,loss,2021,10.82299887
HRV,Croatia,loss,2021,7.10955711
HUN,Hungary,loss,2021,6.382978723
IRL,Ireland,loss,2021,6.243386243
ISL,Iceland,loss,2021,4.588112617
ITA,Italy,loss,2021,11.62011173
LTU,Lithuania,loss,2021,8.571428571
LUX,Luxembourg,loss,2021,8.602150538
LVA,Latvia,loss,2021,8.227114716
MKD,North Macedonia,loss,2021,10.90909091
MLT,Malta,loss,2021,7.516339869
MNE,Montenegro,loss,2021,9.134615385
NLD,Netherlands,loss,2021,6.695005313
NOR,Norway,loss,2021,5.51508845
POL,Poland,loss,2021,6.849315068
PRT,Portugal,loss,2021,10.73903002
ROU,Romania,loss,2021,10.71863581
SRB,Serbia,loss,2021,10.2244389
SVK,Slovakia,loss,2021,5.306603774
SVN,Slovenia,loss,2021,4.357298475
SWE,Sweden,loss,2021,6.546990496
UKR,Ukraine,loss,2021,6.080206986
ALB,Albania,ineq_le,2015,6.262598515
AUT,Austria,ineq_le,2015,3.417464256
BEL,Belgium,ineq_le,2015,3.594240665
BGR,Bulgaria,ineq_le,2015,5.937725067
BIH,Bosnia and Herzegovina,ineq_le,2015,4.450703144
CHE,Switzerland,ineq_le,2015,3.678838968
CYP,Cyprus,ineq_le,2015,2.801057339
CZE,Czechia,ineq_le,2015,3.199076891
DEU,Germany,ineq_le,2015,3.526467562
DNK,Denmark,ineq_le,2015,3.599749565
ESP,Spain,ineq_le,2015,2.966983795
EST,Estonia,ineq_le,2015,3.908805132
FIN,Finland,ineq_le,2015,2.716499567
FRA,France,ineq_le,2015,3.921822309
GBR,United Kingdom,ineq_le,2015,3.889007807
GRC,Greece,ineq_le,2015,3.697279453
HRV,Croatia,ineq_le,2015,3.869197607
HUN,Hungary,ineq_le,2015,4.417930126
IRL,Ireland,ineq_le,2015,3.507879972
ISL,Iceland,ineq_le,2015,2.638380289
ITA,Italy,ineq_le,2015,3.056837082
LTU,Lithuania,ineq_le,2015,4.937591076
LUX,Luxembourg,ineq_le,2015,2.971937656
LVA,Latvia,ineq_le,2015,4.960751057
MKD,North Macedonia,ineq_le,2015,5.691445827
MLT,Malta,ineq_le,2015,4.64556551
MNE,Montenegro,ineq_le,2015,3.471409321
NLD,Netherlands,ineq_le,2015,3.300259113
NOR,Norway,ineq_le,2015,2.842694998
POL,Poland,ineq_le,2015,4.459016323
PRT,Portugal,ineq_le,2015,3.41134429
ROU,Romania,ineq_le,2015,6.536002636
SRB,Serbia,ineq_le,2015,4.511294365
SVK,Slovakia,ineq_le,2015,5.035268307
SVN,Slovenia,ineq_le,2015,2.487548113
SWE,Sweden,ineq_le,2015,2.954761028
UKR,Ukraine,ineq_le,2015,6.463228226
ALB,Albania,ineq_le,2016,6.164067745
AUT,Austria,ineq_le,2016,3.439393759
BEL,Belgium,ineq_le,2016,3.524961472
BGR,Bulgaria,ineq_le,2016,5.862112522
BIH,Bosnia and Herzegovina,ineq_le,2016,4.365575314
CHE,Switzerland,ineq_le,2016,3.342828274
CYP,Cyprus,ineq_le,2016,2.772077322
CZE,Czechia,ineq_le,2016,3.421059608
DEU,Germany,ineq_le,2016,3.650301456
DNK,Denmark,ineq_le,2016,3.422578812
ESP,Spain,ineq_le,2016,2.990808487
EST,Estonia,ineq_le,2016,3.796676636
FIN,Finland,ineq_le,2016,2.885515928
FRA,France,ineq_le,2016,3.87375164
GBR,United Kingdom,ineq_le,2016,3.906587362
GRC,Greece,ineq_le,2016,3.643384218
HRV,Croatia,ineq_le,2016,3.782008648
HUN,Hungary,ineq_le,2016,4.268203259
IRL,Ireland,ineq_le,2016,3.259653568
ISL,Iceland,ineq_le,2016,2.241740942
ITA,Italy,ineq_le,2016,3.01277113
LTU,Lithuania,ineq_le,2016,4.889976501
LUX,Luxembourg,ineq_le,2016,3.615469456
LVA,Latvia,ineq_le,2016,4.770063877
MKD,North Macedonia,ineq_le,2016,6.97431469
MLT,Malta,ineq_le,2016,5.573339939
MNE,Montenegro,ineq_le,2016,3.927193403
NLD,Netherlands,ineq_le,2016,3.429671526
NOR,Norway,ineq_le,2016,2.756861925
POL,Poland,ineq_le,2016,4.487503529
PRT,Portugal,ineq_le,2016,3.501034498
ROU,Romania,ineq_le,2016,6.064828396
SRB,Serbia,ineq_le,2016,4.541244507
SVK,Slovakia,ineq_le,2016,5.008497715
SVN,Slovenia,ineq_le,2016,2.611468077
SWE,Sweden,ineq_le,2016,2.938310385
UKR,Ukraine,ineq_le,2016,6.080662727
ALB,Albania,ineq_le,2017,6.129034996
AUT,Austria,ineq_le,2017,3.268324852
BEL,Belgium,ineq_le,2017,3.728221893
BGR,Bulgaria,ineq_le,2017,5.799176693
BIH,Bosnia and Herzegovina,ineq_le,2017,4.305915833
CHE,Switzerland,ineq_le,2017,3.410002947
CYP,Cyprus,ineq_le,2017,2.738080025
CZE,Czechia,ineq_le,2017,3.319145203
DEU,Germany,ineq_le,2017,3.442044973
DNK,Denmark,ineq_le,2017,3.602241993
ESP,Spain,ineq_le,2017,2.986117601
EST,Estonia,ineq_le,2017,3.696776152
FIN,Finland,ineq_le,2017,2.99454546
FRA,France,ineq_le,2017,3.931787968
GBR,United Kingdom,ineq_le,2017,3.872034073
GRC,Greece,ineq_le,2017,3.627618074
HRV,Croatia,ineq_le,2017,3.712196827
HUN,Hungary,ineq_le,2017,4.013932705
IRL,Ireland,ineq_le,2017,3.088737726
ISL,Iceland,ineq_le,2017,2.974421024
ITA,Italy,ineq_le,2017,3.106271505
LTU,Lithuania,ineq_le,2017,4.140087605
LUX,Luxembourg,ineq_le,2017,3.290864944
LVA,Latvia,ineq_le,2017,4.719593048
MKD,North Macedonia,ineq_le,2017,5.957654476
MLT,Malta,ineq_le,2017,4.832221031
MNE,Montenegro,ineq_le,2017,3.163733959
NLD,Netherlands,ineq_le,2017,3.463943958
NOR,Norway,ineq_le,2017,2.78721261
POL,Poland,ineq_le,2017,4.453942776
PRT,Portugal,ineq_le,2017,3.214552402
ROU,Romania,ineq_le,2017,6.217818737
SRB,Serbia,ineq_le,2017,4.364899158
SVK,Slovakia,ineq_le,2017,4.566688538
SVN,Slovenia,ineq_le,2017,2.531745672
SWE,Sweden,ineq_le,2017,2.858345032
UKR,Ukraine,ineq_le,2017,5.952437401
ALB,Albania,ineq_le,2018,6.151076317
AUT,Austria,ineq_le,2018,3.131075382
BEL,Belgium,ineq_le,2018,3.767567396
BGR,Bulgaria,ineq_le,2018,5.54673624
BIH,Bosnia and Herzegovina,ineq_le,2018,4.211072445
CHE,Switzerland,ineq_le,2018,3.328620911
CYP,Cyprus,ineq_le,2018,2.704918861
CZE,Czechia,ineq_le,2018,3.277196407
DEU,Germany,ineq_le,2018,3.490633965
DNK,Denmark,ineq_le,2018,3.532225609
ESP,Spain,ineq_le,2018,2.961744785
EST,Estonia,ineq_le,2018,3.26402092
FIN,Finland,ineq_le,2018,2.980477333
FRA,France,ineq_le,2018,3.970052719
GBR,United Kingdom,ineq_le,2018,3.875785112
GRC,Greece,ineq_le,2018,3.531682968
HRV,Croatia,ineq_le,2018,3.748035908
HUN,Hungary,ineq_le,2018,3.831593037
IRL,Ireland,ineq_le,2018,3.038282633
ISL,Iceland,ineq_le,2018,2.446269512
ITA,Italy,ineq_le,2018,3.049903393
